Location,Coordinates,Latitude,Longitude
"ENDICOTT ST & Memorial Dr, Cambridge, MA","(None, None)",,
"Yerxa Rd & Pemberton St, Cambridge, MA","(None, None)",,
"Cambridgepark Pl & Alewife Brook Pky, Cambridge, MA","(None, None)",,
"0 HOLWORTHY TER, Cambridge, MA","(42.3771655, -71.150605)",42.3771655,-71.150605
"200 Thorndike St, Cambridge, MA","(42.3705518, -71.0873326)",42.3705518,-71.0873326
"Temple St & Massachusetts Ave, Cambridge, MA","(None, None)",,
"300 Columbia St, Cambridge, MA","(42.37042375, -71.09569656848674)",42.37042375,-71.09569656848674
"Albany St & Main St, Cambridge, MA","(None, None)",,
"RINDGE AVE & SARGENT ST, Cambridge, MA","(None, None)",,
"MAIN ST & Vassar St, Cambridge, MA","(None, None)",,
"Oxford St & Kirkland St, Cambridge, MA","(None, None)",,
"Putnam Ave & Surrey St, Cambridge, MA","(None, None)",,
"ROLLINS CT & WATSON ST, Cambridge, MA","(None, None)",,
"0 ST GERARD TER, Cambridge, MA","(42.3934055, -71.1287155)",42.3934055,-71.1287155
"River St & Green St, Cambridge, MA","(42.3650866, -71.1050597)",42.3650866,-71.1050597
"Cambridgeside Pl & Land Blvd, Cambridge, MA","(42.3669743, -71.0764722)",42.3669743,-71.0764722
"CONCORD AVE & Fresh Pond Pky, Cambridge, MA","(None, None)",,
"Harvey St & Jackson St, Cambridge, MA","(None, None)",,
"0 Carlisle St, Cambridge, MA","(42.3725753, -71.0986376)",42.3725753,-71.0986376
"Fresh Pond Pky & LARCH RD, Cambridge, MA","(None, None)",,
"FRANKLIN ST & SODEN ST, Cambridge, MA","(None, None)",,
"100 Broadway, Cambridge, MA","(42.36365758494023, -71.08685836502019)",42.36365758494023,-71.08685836502019
"HOLWORTHY ST & High St, Cambridge, MA","(None, None)",,
"8200 Central Sq, Cambridge, MA","(42.3655086, -71.1040007)",42.3655086,-71.1040007
"BANKS ST & COWPERTHWAITE ST, Cambridge, MA","(None, None)",,
"100 Linnaean St, Cambridge, MA","(42.3848284, -71.1194567)",42.3848284,-71.1194567
"CARDINAL MEDEIROS AVE & Binney St, Cambridge, MA","(None, None)",,
"CENTRAL SQ & Massachusetts Ave, Cambridge, MA","(42.3653334, -71.1036028)",42.3653334,-71.1036028
"PROSPECT ST & ST MARY RD, Cambridge, MA","(42.3707705, -71.1000753)",42.3707705,-71.1000753
"0 NICHOLS PL, Cambridge, MA","(42.3762879, -71.1085438)",42.3762879,-71.1085438
"ALBANY ST & Portland St, Cambridge, MA","(None, None)",,
"100 Amory St, Cambridge, MA","(42.37164545, -71.10017287014587)",42.37164545,-71.10017287014587
"MAGAZINE ST & RIVERSIDE RD, Cambridge, MA","(42.3571527, -71.1138443)",42.3571527,-71.1138443
"Pemberton St & Warwick Park, Cambridge, MA","(None, None)",,
"EVERETEZE WAY & Cambridge St, Cambridge, MA","(42.3737676, -71.0929081)",42.3737676,-71.0929081
"KIRKLAND ST & Irving St, Cambridge, MA","(42.377361, -71.1103695)",42.377361,-71.1103695
"400 Fresh Pond Pky, Cambridge, MA","(42.3772526, -71.1415922)",42.3772526,-71.1415922
"Bent St & First St, Cambridge, MA","(None, None)",,
"HUBBARD AVE & RAYMOND ST, Cambridge, MA","(None, None)",,
"SHERMAN ST & STEARNS ST, Cambridge, MA","(None, None)",,
"JFK Park & Mount Auburn St, Cambridge, MA","(None, None)",,
"Harvard St & Prospect St, Cambridge, MA","(42.368187, -71.101753)",42.368187,-71.101753
"Upland Rd & Massachusetts Ave, Cambridge, MA","(42.3883481, -71.1196147)",42.3883481,-71.1196147
"CAMBRIDGE ST & Windsor St, Cambridge, MA","(42.372792, -71.0941697)",42.372792,-71.0941697
"100 Fawcett St, Cambridge, MA","(42.3931420015544, -71.1471549654983)",42.3931420015544,-71.1471549654983
"0 Trowbridge St, Cambridge, MA","(42.376031, -71.109819)",42.376031,-71.109819
"MAY ST & VINEYARD ST, Cambridge, MA","(None, None)",,
"CONCORD AVE & GRISWOLD ST, Cambridge, MA","(None, None)",,
"ALPINE ST & CONCORD AVE, Cambridge, MA","(42.3853229, -71.1375598)",42.3853229,-71.1375598
"MEMORIAL DR & WESTERN AVENUE BRIDGE, Cambridge, MA","(None, None)",,
"Mount Auburn St & Homer Ave, Cambridge, MA","(None, None)",,
"0 APPLETON RD, Cambridge, MA","(42.3808199, -71.1340682)",42.3808199,-71.1340682
"CHILTON ST & CONCORD AVE, Cambridge, MA","(None, None)",,
"0 Jackson St, Cambridge, MA","(42.3956422, -71.1352667)",42.3956422,-71.1352667
"MEMORIAL DR & Mount Auburn St, Cambridge, MA","(None, None)",,
"OXFORD ST & Everett St, Cambridge, MA","(None, None)",,
"Holyoke St & Massachusetts Ave, Cambridge, MA","(42.3731225, -71.1176007)",42.3731225,-71.1176007
"GARDEN ST & SHEPARD ST, Cambridge, MA","(None, None)",,
"CARDINAL MEDEIROS AVE & YORK PL, Cambridge, MA","(None, None)",,
"Windsor St & Palermo St, Cambridge, MA","(None, None)",,
"Hawthorne St & Brattle St, Cambridge, MA","(None, None)",,
"MASSACHUSETTS AVE & Shepard St, Cambridge, MA","(None, None)",,
"Rockwell St & PLEASANT ST, Cambridge, MA","(None, None)",,
"CHESTNUT ST & HASTINGS SQ, Cambridge, MA","(None, None)",,
"DOCK ST & MAIN ST, Cambridge, MA","(None, None)",,
"QUINCY ST & Broadway, Cambridge, MA","(42.374618, -71.1146023)",42.374618,-71.1146023
"WAVERLY ST & Erie St, Cambridge, MA","(None, None)",,
"BROOKLINE ST & Green St, Cambridge, MA","(42.363304, -71.101944)",42.363304,-71.101944
"CONCORD AVE & Craigie St, Cambridge, MA","(42.379473, -71.1259176)",42.379473,-71.1259176
"ATHENS ST & Mount Auburn St, Cambridge, MA","(None, None)",,
"0 Smith Pl, Cambridge, MA","(42.3927178, -71.1505734)",42.3927178,-71.1505734
"THINGVALLA AVE & Corcoran Ln, Cambridge, MA","(None, None)",,
"HASKELL ST & MASSACHUSETTS AVE, Cambridge, MA","(42.392574, -71.127693)",42.392574,-71.127693
"CONCORD AVE & ROYAL AVE, Cambridge, MA","(None, None)",,
"0 MUSEUM ST, Cambridge, MA","(42.3809468, -71.1130755)",42.3809468,-71.1130755
"Birch St & Bay State Rd, Cambridge, MA","(None, None)",,
"First St & Canal Park, Cambridge, MA","(None, None)",,
"FLORENCE ST & PLEASANT ST, Cambridge, MA","(None, None)",,
"Brattle St & STORY ST, Cambridge, MA","(None, None)",,
"Broadway & NORFOLK ST, Cambridge, MA","(42.368618, -71.099152)",42.368618,-71.099152
"0 Somerville Ave, Cambridge, MA","(42.3886839, -71.1195727)",42.3886839,-71.1195727
"PALMER ST & Palmer St, Cambridge, MA","(42.3739979, -71.1200803)",42.3739979,-71.1200803
"0 Longfellow Rd, Cambridge, MA","(42.3750432, -71.1342329)",42.3750432,-71.1342329
"BERKSHIRE ST & BRISTOL ST, Cambridge, MA","(None, None)",,
"BOARDMAN ST & BROADWAY, Cambridge, MA","(None, None)",,
"HARDWICK ST & Berkshire St, Cambridge, MA","(None, None)",,
"Massachusetts Ave & Upland Rd, Cambridge, MA","(42.3883481, -71.1196147)",42.3883481,-71.1196147
"MASSACHUSETTS AVE & Porter St, Cambridge, MA","(None, None)",,
"ELM ST & MARKET ST, Cambridge, MA","(None, None)",,
"300 Fresh Pond Golf Course, Cambridge, MA","(None, None)",,
"300 Franklin St, Cambridge, MA","(42.3654, -71.106814)",42.3654,-71.106814
"0 MILL ST, Cambridge, MA","(42.3707813, -71.1192499)",42.3707813,-71.1192499
"ALLSTON ST & MAGAZINE ST, Cambridge, MA","(None, None)",,
"CHALK ST & PLEASANT ST, Cambridge, MA","(None, None)",,
"100 UNION ST, Cambridge, MA","(None, None)",,
"ABERDEEN AVE & Aberdeen Ave, Cambridge, MA","(42.3769552, -71.1466488)",42.3769552,-71.1466488
"200 MEMORIAL DR, Cambridge, MA","(42.3551058, -71.0986357)",42.3551058,-71.0986357
"100 Lakeview Ave, Cambridge, MA","(42.379324720623366, -71.13956839912746)",42.379324720623366,-71.13956839912746
"KIRKLAND ST & ROBERTS RD, Cambridge, MA","(None, None)",,
"Alewife Brook Pky & Alewife Brook Pky, Cambridge, MA","(42.39304575, -71.14051800559139)",42.39304575,-71.14051800559139
"COWPERTHWAITE ST & DEWOLFE ST, Cambridge, MA","(42.3691508, -71.1170078)",42.3691508,-71.1170078
"PUTNAM AVE & Pleasant St, Cambridge, MA","(None, None)",,
"FAYERWEATHER ST & IVY ST, Cambridge, MA","(None, None)",,
"BROADWAY & Ames St, Cambridge, MA","(42.3634856, -71.0877956)",42.3634856,-71.0877956
"Mount Auburn St & Aberdeen Ave, Cambridge, MA","(None, None)",,
"0 Hollis Park, Cambridge, MA","(42.3936936, -71.128955)",42.3936936,-71.128955
"Walnut Ave & Upland Rd, Cambridge, MA","(None, None)",,
"Fresh Pond Pky & LAKEVIEW AVE, Cambridge, MA","(None, None)",,
"400 Main St, Cambridge, MA","(None, None)",,
"PEARL ST & Pearl St, Cambridge, MA","(42.3574986, -71.1104011)",42.3574986,-71.1104011
"Auburn St & Magazine St, Cambridge, MA","(None, None)",,
"Prospect St & Harvard Sq, Cambridge, MA","(42.368187, -71.101753)",42.368187,-71.101753
"Kassul Park & WHITTEMORE AVE, Cambridge, MA","(None, None)",,
"0 CHANNING PL, Cambridge, MA","(42.3777728, -71.1368038)",42.3777728,-71.1368038
"SCIARAPPA ST & Fourth Street Pl, Cambridge, MA","(None, None)",,
"0 Quincy St, Cambridge, MA","(42.3756358, -71.1143042)",42.3756358,-71.1143042
"Brewer St & Mount Auburn St, Cambridge, MA","(42.373955, -71.124748)",42.373955,-71.124748
"CARDINAL MEDEIROS AVE & PLYMOUTH ST, Cambridge, MA","(None, None)",,
"PETERS ST & PETERS ST, Cambridge, MA","(42.3870949, -71.1325873507177)",42.3870949,-71.1325873507177
"100 REED STREET CT, Cambridge, MA","(None, None)",,
"Gore St & Fifth St, Cambridge, MA","(None, None)",,
"BLANCHARD RD & SOUTH NORMANDY AVE, Cambridge, MA","(None, None)",,
"MOULTON ST & WILSON RD, Cambridge, MA","(None, None)",,
"SUMNER RD & Irving Ter, Cambridge, MA","(None, None)",,
"Massachusetts Ave & Dana St, Cambridge, MA","(42.3693093, -71.1109252)",42.3693093,-71.1109252
"Mount Auburn St & Belmont St, Cambridge, MA","(None, None)",,
"HUBBARD AVE & WALDEN ST, Cambridge, MA","(None, None)",,
"Broadway & Columbia St, Cambridge, MA","(42.367744, -71.097198)",42.367744,-71.097198
"Camp St & Fair Oaks St, Cambridge, MA","(None, None)",,
"LINCOLN ST & WEBSTER AVE, Cambridge, MA","(None, None)",,
"100 COLUMBIA TER, Cambridge, MA","(42.3648548, -71.0991617)",42.3648548,-71.0991617
"0 WADSWORTH ST, Cambridge, MA","(42.3616096, -71.0843016)",42.3616096,-71.0843016
"HINGHAM ST & Memorial Dr, Cambridge, MA","(None, None)",,
"BANKS ST & Cowperthwaite St, Cambridge, MA","(None, None)",,
"100 Fresh Pond Pl, Cambridge, MA","(42.3799058, -71.1529227)",42.3799058,-71.1529227
"BINNEY ST & FIRST ST, Cambridge, MA","(None, None)",,
"MEMORIAL DR & Broadway, Cambridge, MA","(None, None)",,
"Lancaster St & Agassiz St, Cambridge, MA","(None, None)",,
"0 Woodbridge St, Cambridge, MA","(42.3957459, -71.1281786)",42.3957459,-71.1281786
"HAMPSHIRE ST & Prospect St, Cambridge, MA","(None, None)",,
"100 YERXA RD, Cambridge, MA","(42.39189, -71.129158)",42.39189,-71.129158
"200 COOLIDGE AVE, Cambridge, MA","(42.3656486638474, -71.14707259102417)",42.3656486638474,-71.14707259102417
"JFK St & Winthrop St, Cambridge, MA","(None, None)",,
"FARRAR ST & Holden St, Cambridge, MA","(None, None)",,
"CARLISLE ST & Prospect St, Cambridge, MA","(None, None)",,
"BLANCHARD RD & CONCORD AVE, Cambridge, MA","(None, None)",,
"Pleasant St & Chalk St, Cambridge, MA","(None, None)",,
"700 Kendall Sq, Cambridge, MA","(42.3672392, -71.0909519)",42.3672392,-71.0909519
"PUTNAM AVE & River St, Cambridge, MA","(None, None)",,
"APPLETON ST & HUTCHINSON ST, Cambridge, MA","(None, None)",,
"100 Portland St, Cambridge, MA","(42.364491, -71.09269012499999)",42.364491,-71.09269012499999
"MASON ST & Mason St, Cambridge, MA","(42.3762294, -71.1236413)",42.3762294,-71.1236413
"Third St & Bent St, Cambridge, MA","(None, None)",,
"BRISTOL ST & CARDINAL MEDEIROS AVE, Cambridge, MA","(None, None)",,
"CAMBRIDGE ST & LEONARD AVE, Cambridge, MA","(None, None)",,
"MONTAGUE ST & WESTERN AVE, Cambridge, MA","(None, None)",,
"Washington St & Pine St, Cambridge, MA","(None, None)",,
"0 Western Ave, Cambridge, MA","(42.3643261, -71.1158576)",42.3643261,-71.1158576
"AUBURN ST & PLEASANT ST, Cambridge, MA","(None, None)",,
"EAST ST & GLASSWORKS AVE, Cambridge, MA","(None, None)",,
"Upland Rd & Whittier St, Cambridge, MA","(None, None)",,
"MASSACHUSETTS AVE & DUNSTER ST, Cambridge, MA","(None, None)",,
"FAYERWEATHER ST & Fayerweather St, Cambridge, MA","(42.382487, -71.137068)",42.382487,-71.137068
"COLUMBIA ST & Market St, Cambridge, MA","(None, None)",,
"Columbia St & BROADWAY, Cambridge, MA","(42.367744, -71.097198)",42.367744,-71.097198
"100 Irving St, Cambridge, MA","(42.378163, -71.110699)",42.378163,-71.110699
"ORCHARD ST & BEECH ST, Cambridge, MA","(42.390884, -71.120003)",42.390884,-71.120003
"Massachusetts Ave & Dover St, Cambridge, MA","(42.3943417, -71.1266)",42.3943417,-71.1266
"Galileo Galilei Way & Main St, Cambridge, MA","(None, None)",,
"Martin St & Hurlbut St, Cambridge, MA","(None, None)",,
"0 FISKE PL, Cambridge, MA","(42.3653347, -71.0999492)",42.3653347,-71.0999492
"GARDNER RD & TREMONT ST, Cambridge, MA","(None, None)",,
"BLANCHARD RD & Glenn Ter, Cambridge, MA","(None, None)",,
"COGSWELL PL & MEAD ST, Cambridge, MA","(None, None)",,
"500 Kendall St, Cambridge, MA","(42.3639915, -71.08135065930595)",42.3639915,-71.08135065930595
"Sherman St & PEMBERTON ST, Cambridge, MA","(None, None)",,
"ROOSEVELT TOWERS & Willow St, Cambridge, MA","(None, None)",,
"DINSMORE CT & WILLARD ST, Cambridge, MA","(None, None)",,
"Windsor St & Evereteze Way, Cambridge, MA","(None, None)",,
"Everett St & Massachusetts Ave, Cambridge, MA","(None, None)",,
"Magazine St & Cottage St, Cambridge, MA","(None, None)",,
"FIFTH ST & WINTER ST, Cambridge, MA","(None, None)",,
"EAST ST & MONSIGNOR OBRIEN HWY, Cambridge, MA","(None, None)",,
"Craigie St & Berkeley St, Cambridge, MA","(None, None)",,
"BROADWAY & Antrim St, Cambridge, MA","(None, None)",,
"Highland Park & Highland Ave, Cambridge, MA","(None, None)",,
"WHITE ST & White St, Cambridge, MA","(None, None)",,
"WASHINGTON ST & Norfolk St, Cambridge, MA","(None, None)",,
"Norfolk St & WASHINGTON ST, Cambridge, MA","(None, None)",,
"Brookline Pl & Pacific St, Cambridge, MA","(None, None)",,
"Bay St & Kinnaird St, Cambridge, MA","(None, None)",,
"MEAD ST & Cogswell Ave, Cambridge, MA","(None, None)",,
"GROZIER RD & HURON AVE, Cambridge, MA","(None, None)",,
"Pleasant St & Fairmont St, Cambridge, MA","(None, None)",,
"RIVER ST & MASSACHUSETTS AVE, Cambridge, MA","(None, None)",,
"CONCORD AVE & SMITH PL, Cambridge, MA","(42.390114, -71.150505)",42.390114,-71.150505
"1000 Jackson Pl, Cambridge, MA","(42.392021299999996, -71.13477692977997)",42.392021299999996,-71.13477692977997
"WATER ST & Water St, Cambridge, MA","(None, None)",,
"Ames St & Main St, Cambridge, MA","(42.3628901, -71.0883051)",42.3628901,-71.0883051
"200 Garden St, Cambridge, MA","(42.386019, -71.133583)",42.386019,-71.133583
"GLACKEN FIELD & HURON AVE, Cambridge, MA","(None, None)",,
"0 LANGDON SQ, Cambridge, MA","(42.3805985, -71.1218529)",42.3805985,-71.1218529
"Cambridge St & Massachusetts Ave, Cambridge, MA","(42.3664339, -71.1055969)",42.3664339,-71.1055969
"Franklin St & PUTNAM AVE, Cambridge, MA","(None, None)",,
"WINTHROP ST & JFK ST, Cambridge, MA","(None, None)",,
"CAMBRIDGE ST & Massachusetts Ave, Cambridge, MA","(42.3664339, -71.1055969)",42.3664339,-71.1055969
"WEBSTER AVE & Clark St, Cambridge, MA","(None, None)",,
"HUNTING ST & Hunting St, Cambridge, MA","(42.3725599, -71.0911806)",42.3725599,-71.0911806
"BOARDMAN ST & HARVARD ST, Cambridge, MA","(None, None)",,
"HUNTING ST & Cambridge St, Cambridge, MA","(42.3725599, -71.0911806)",42.3725599,-71.0911806
"300 Bent St, Cambridge, MA","(42.36734905, -71.08673631110568)",42.36734905,-71.08673631110568
"BROOKLINE ST & Franklin St, Cambridge, MA","(None, None)",,
"Massachusetts Ave & Alewife Brook Pky, Cambridge, MA","(None, None)",,
"BELMONT ST & Cushing St, Cambridge, MA","(42.3749806, -71.1515653)",42.3749806,-71.1515653
"SODEN ST & Franklin St, Cambridge, MA","(None, None)",,
"0 SODEN PL, Cambridge, MA","(42.3657469, -71.108308)",42.3657469,-71.108308
"NORTH POINT BLVD & Leighton St, Cambridge, MA","(None, None)",,
"JFK ST & Brattle Sq, Cambridge, MA","(None, None)",,
"MAGAZINE ST & Green St, Cambridge, MA","(42.3649415, -71.1044099)",42.3649415,-71.1044099
"Banks St & Cowperthwaite St, Cambridge, MA","(None, None)",,
"COOLIDGE AVE & COOLIDGE HILL, Cambridge, MA","(42.3696315, -71.1407599)",42.3696315,-71.1407599
"BROOKLINE ST & VALENTINE ST, Cambridge, MA","(None, None)",,
"CHESTNUT ST & WHITNEY AVE, Cambridge, MA","(None, None)",,
"Gore St & Sixth St, Cambridge, MA","(None, None)",,
"COLUMBUS AVE & MASSACHUSETTS AVE, Cambridge, MA","(42.4005507, -71.1354304)",42.4005507,-71.1354304
"MASSACHUSETTS AVE & Chauncy St, Cambridge, MA","(None, None)",,
"0 GORDON PL, Cambridge, MA","(42.3579767, -71.1132276)",42.3579767,-71.1132276
"Binney St & Fulkerson St, Cambridge, MA","(42.3663762, -71.088618)",42.3663762,-71.088618
"PUTNAM AVE & Franklin St, Cambridge, MA","(None, None)",,
"Garden St & Cambridge Common, Cambridge, MA","(None, None)",,
"0 Gold Star Rd, Cambridge, MA","(42.3989915, -71.1306455)",42.3989915,-71.1306455
"0 Gerrys Landing, Cambridge, MA","(None, None)",,
"100 Hancock St, Cambridge, MA","(42.36897925, -71.10794362499999)",42.36897925,-71.10794362499999
"MANASSAS AVE & Huron Ave, Cambridge, MA","(None, None)",,
"Harvard St & Cherry St, Cambridge, MA","(None, None)",,
"WINDSOR ST & Broadway, Cambridge, MA","(42.367207, -71.095566)",42.367207,-71.095566
"ERIE ST & Pearl St, Cambridge, MA","(42.3602166, -71.1075869)",42.3602166,-71.1075869
"CONCORD AVE & FOLLEN ST, Cambridge, MA","(None, None)",,
"0 Cowperthwaite St, Cambridge, MA","(42.3689914, -71.116057)",42.3689914,-71.116057
"300 Lakeview Ave, Cambridge, MA","(42.3821028, -71.140421)",42.3821028,-71.140421
"Bigelow St & Massachusetts Ave, Cambridge, MA","(42.3668172, -71.1058336)",42.3668172,-71.1058336
"KELLY RD & RIVER ST, Cambridge, MA","(None, None)",,
"Fresh Pond Pky & Concord Ave, Cambridge, MA","(None, None)",,
"THIRD ST & Broadway, Cambridge, MA","(None, None)",,
"GORHAM ST & HAMMOND ST, Cambridge, MA","(None, None)",,
"0 CLEMENT CIR, Cambridge, MA","(42.381192, -71.13154)",42.381192,-71.13154
"WATERHOUSE ST & Concord Ave, Cambridge, MA","(None, None)",,
"0 WINDSOR ST, Cambridge, MA","(42.3649077, -71.0962372)",42.3649077,-71.0962372
"Brookline St & Auburn St, Cambridge, MA","(None, None)",,
"Washington St & Portland St, Cambridge, MA","(None, None)",,
"100 Lincoln Way, Cambridge, MA","(42.38785905, -71.12889234846041)",42.38785905,-71.12889234846041
"BRATTLE ST & HUBBARD PARK RD, Cambridge, MA","(None, None)",,
"Prince St & Magazine St, Cambridge, MA","(None, None)",,
"EAST ST & NORTH POINT BLVD, Cambridge, MA","(None, None)",,
"THORNDIKE WAY & First St, Cambridge, MA","(None, None)",,
"0 Albany St, Cambridge, MA","(42.3591274, -71.0998406)",42.3591274,-71.0998406
"VANDINE ST & Berkshire St, Cambridge, MA","(None, None)",,
"JEFFERSON ST & WARREN ST, Cambridge, MA","(None, None)",,
"Plympton St & Memorial Dr, Cambridge, MA","(None, None)",,
"0 Oxford Ave, Cambridge, MA","(42.378317, -71.155311)",42.378317,-71.155311
"IRVING TER & SUMNER RD, Cambridge, MA","(None, None)",,
"COGSWELL AVE & MASSACHUSETTS AVE, Cambridge, MA","(None, None)",,
"CONCORD AVE & NEW ST, Cambridge, MA","(42.3871144, -71.1413785)",42.3871144,-71.1413785
"GREEN ST & HANCOCK ST, Cambridge, MA","(None, None)",,
"PALMER ST & Massachusetts Ave, Cambridge, MA","(None, None)",,
"CUSHING ST & HURON AVE, Cambridge, MA","(None, None)",,
"River St & Massachusetts Ave, Cambridge, MA","(None, None)",,
"MASSACHUSETTS AVE & Vassar St, Cambridge, MA","(None, None)",,
"0 DUNSTABLE RD, Cambridge, MA","(42.3802956, -71.1342236)",42.3802956,-71.1342236
"Cambridge St & Second St, Cambridge, MA","(None, None)",,
"JFK ST & JFK St, Cambridge, MA","(42.3715456, -71.1208993)",42.3715456,-71.1208993
"0 Warwick Park, Cambridge, MA","(42.3918849, -71.1251707)",42.3918849,-71.1251707
"BROADWAY & MOORE ST, Cambridge, MA","(None, None)",,
"AVON ST & LINNAEAN ST, Cambridge, MA","(None, None)",,
"Ash St & Brattle St, Cambridge, MA","(None, None)",,
"LAND BLVD & Land Blvd, Cambridge, MA","(None, None)",,
"Mount Auburn St & BRATTLE ST, Cambridge, MA","(None, None)",,
"Harvey St & Clifton St, Cambridge, MA","(None, None)",,
"BELMONT ST & NORMAN ST, Cambridge, MA","(None, None)",,
"Sherman St & Rindge Ave, Cambridge, MA","(None, None)",,
"FAYERWEATHER ST & WALDEN ST, Cambridge, MA","(None, None)",,
"Memorial Dr & Plympton St, Cambridge, MA","(None, None)",,
"WESTERN AVE & Putnam Ave, Cambridge, MA","(42.364491, -71.114113)",42.364491,-71.114113
"HARVARD ST & Centre St, Cambridge, MA","(None, None)",,
"Vassar St & Massachusetts Ave, Cambridge, MA","(None, None)",,
"Fairmont St & River St, Cambridge, MA","(None, None)",,
"MASSACHUSETTS AVE & Allen St, Cambridge, MA","(None, None)",,
"WINDSOR ST & Evereteze Way, Cambridge, MA","(None, None)",,
"PUTNAM AVE, Cambridge, MA","(42.3703161, -71.1133218)",42.3703161,-71.1133218
"AMESBURY ST & VASSAR ST, Cambridge, MA","(42.354816, -71.105194)",42.354816,-71.105194
"GORE ST & Lambert St, Cambridge, MA","(42.3730793, -71.0863025)",42.3730793,-71.0863025
"DUDLEY ST & REED ST, Cambridge, MA","(None, None)",,
"Brattle St & Massachusetts Ave, Cambridge, MA","(None, None)",,
"100 Kendall Sq, Cambridge, MA","(42.3664143, -71.0913087)",42.3664143,-71.0913087
"BOWDOIN ST & Hudson St, Cambridge, MA","(None, None)",,
"0 MACARELLI WAY, Cambridge, MA","(None, None)",,
"Evereteze Way & Cambridge St, Cambridge, MA","(42.3737676, -71.0929081)",42.3737676,-71.0929081
"100 Line St, Cambridge, MA","(42.37539165, -71.10410274625791)",42.37539165,-71.10410274625791
"Green St & River St, Cambridge, MA","(None, None)",,
"1500 Kendall Sq, Cambridge, MA","(42.366669900000005, -71.09079785895635)",42.366669900000005,-71.09079785895635
"300 Prentiss St, Cambridge, MA","(42.3844548, -71.1192543)",42.3844548,-71.1192543
"0 EVERETEZE WAY, Cambridge, MA","(42.3737676, -71.0929081)",42.3737676,-71.0929081
"Massachusetts Ave & Porter Sq, Cambridge, MA","(None, None)",,
"HURON AVE & RESERVOIR ST, Cambridge, MA","(None, None)",,
"HARRIS ST & PRENTISS ST, Cambridge, MA","(None, None)",,
"LANCASTER ST & MASSACHUSETTS AVE, Cambridge, MA","(None, None)",,
"TREMONT ST & Cambridge St, Cambridge, MA","(42.37373, -71.096791)",42.37373,-71.096791
"HIGHLAND AVE & Highland Park, Cambridge, MA","(None, None)",,
"Cambridge St & Sciarappa St, Cambridge, MA","(42.3711885, -71.0817322)",42.3711885,-71.0817322
"100 Mooney St, Cambridge, MA","(42.3947101, -71.152353)",42.3947101,-71.152353
"KIRKLAND RD & KIRKLAND ST, Cambridge, MA","(42.3768836, -71.1114294)",42.3768836,-71.1114294
"0 CHAUNCY TER, Cambridge, MA","(42.3796802, -71.1216818)",42.3796802,-71.1216818
"100 Bennett St, Cambridge, MA","(42.372382, -71.1221423)",42.372382,-71.1221423
"Alewife Brook Pky & CAMBRIDGEPARK DR, Cambridge, MA","(None, None)",,
"0 Essex St, Cambridge, MA","(42.36547, -71.102723)",42.36547,-71.102723
"Pleasant St & Franklin St, Cambridge, MA","(None, None)",,
"Canal Park & First St, Cambridge, MA","(None, None)",,
"RIVER ST & Franklin St, Cambridge, MA","(None, None)",,
"0 PORTER CIR, Cambridge, MA","(42.3897983, -71.1215003)",42.3897983,-71.1215003
"WALDEN ST & Esten St, Cambridge, MA","(None, None)",,
"0 HASTINGS AVE, Cambridge, MA","(42.3774069, -71.1250375)",42.3774069,-71.1250375
"STANDISH ST & WATERMAN RD, Cambridge, MA","(None, None)",,
"Memorial Dr & Banks St, Cambridge, MA","(None, None)",,
"AUBURN ST & SALEM ST, Cambridge, MA","(None, None)",,
"GREEN ST & Magazine St, Cambridge, MA","(42.3649415, -71.1044099)",42.3649415,-71.1044099
"Mount Auburn St & SHALER LN, Cambridge, MA","(None, None)",,
"HAMPSHIRE ST & Tremont St, Cambridge, MA","(None, None)",,
"BRATTLE ST & CRAIGIE ST, Cambridge, MA","(None, None)",,
"Auburn Park & Sidney St, Cambridge, MA","(None, None)",,
"Main St & Portland St, Cambridge, MA","(None, None)",,
"PLEASANT ST & Pleasant St, Cambridge, MA","(None, None)",,
"0 Worcester St, Cambridge, MA","(42.3663946, -71.0982656)",42.3663946,-71.0982656
"LINSKY WAY & SECOND ST, Cambridge, MA","(None, None)",,
"KINNAIRD ST & Putnam Ave, Cambridge, MA","(None, None)",,
"Raymond St & Raymond St, Cambridge, MA","(42.3840458, -71.1255745)",42.3840458,-71.1255745
"May St & Lawn St, Cambridge, MA","(None, None)",,
"CITIZENS PL & COLUMBIA ST, Cambridge, MA","(None, None)",,
"Berkshire St & York St, Cambridge, MA","(None, None)",,
"MASSACHUSETTS AVE & Somerville Ave, Cambridge, MA","(None, None)",,
"0 FAIR OAKS ST, Cambridge, MA","(42.3980262, -71.1296896)",42.3980262,-71.1296896
"BENNETT ST & Eliot St, Cambridge, MA","(42.3719885, -71.1217612)",42.3719885,-71.1217612
"BAY STATE RD & New St, Cambridge, MA","(None, None)",,
"Cambridge St & Fifth St, Cambridge, MA","(None, None)",,
"900 ELLERY ST, Cambridge, MA","(42.3722954, -71.1100305)",42.3722954,-71.1100305
"ATHENAEUM ST & SECOND ST, Cambridge, MA","(None, None)",,
"MILLER AVE & ORCHARD ST, Cambridge, MA","(None, None)",,
"GARDEN LN & GARDEN ST, Cambridge, MA","(None, None)",,
"Gilmore St & Mildred Hamilton Pl, Cambridge, MA","(None, None)",,
"Massachusetts Ave & Blake St, Cambridge, MA","(None, None)",,
"GORE ST & SECOND ST, Cambridge, MA","(None, None)",,
